_id,locationId,locationName,locationType,address,city,postal_code,addressInfo,lat,long,dates,hours,info,phone,phoneExt,phoneAlt,phoneAltExt,website,accessibility,sameDayAppt,active,temporarily_closed,pharmacy,operated_by,location_name_fr,operated_by_fr,address_fr,province,PHU,PHU_fr,monday,tuesday,wednesday,thursday,friday,saturday,sunday,appointments,online_appointments,phone_appointments,walk_ins,symptomatic,drive_through,general_population,children_under_2,age_threshold,weeks_pregnant,french_language_services,accessible,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr,Monday_Open,Monday_Closed,Tuesday_Open,Tuesday_Closed,Wednesday_Open,Wednesday_Closed,Thursday_Open,Thursday_Closed,Friday_Open,Friday_Closed,Saturday_Open,Saturday_Closed,Sunday_Open,Sunday_Closed,Data_Source,OBJECTID,geometry
17543,,Shoppers Drug Mart 994,Pharmacy Immunization Site,755 Danforth Ave.,TORONTO,M4J 1L2,,,-79.34226374800001,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-461-7533,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,236,"{u'type': u'Point', u'coordinates': (-79.342263748, 43.679193443)}"
17544,,Shoppers Drug Mart 939,Pharmacy Immunization Site,1507 Yonge St.,TORONTO,M4T 1Z2,,,-79.39432829499998,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-923-7700,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,237,"{u'type': u'Point', u'coordinates': (-79.394328295, 43.689379027)}"
17545,,College Park Toronto Rexall,Pharmacy Immunization Site,777 Bay Street Unit C 216,Toronto,M5G 2C8,,,-79.38537884599998,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-977-5824,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,238,"{u'type': u'Point', u'coordinates': (-79.385378846, 43.660634351)}"
17546,,Shoppers Drug Mart 984,Pharmacy Immunization Site,2000 Queen St. East,TORONTO,M4L 1J2,,,-79.30018612999999,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-694-0471,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,239,"{u'type': u'Point', u'coordinates': (-79.30018613, 43.670175715)}"
17547,,Shoppers Drug Mart 830,Pharmacy Immunization Site,1800 Sheppard Ave. East,WILLOWDALE,M2J 5A7,,,-79.344494984,,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 10 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-491-5567,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,240,"{u'type': u'Point', u'coordinates': (-79.344494984, 43.777739651)}"
17548,,Sheppard Ave Willowdale  Rexall,Pharmacy Immunization Site,288 Sheppard Avenue E.,Willowdale,M2N 3B1,,,-79.398011758,,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-9 p.m., Sunday: 9 a.m.-6 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-222-5021,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,241,"{u'type': u'Point', u'coordinates': (-79.398011758, 43.764651404)}"
17549,,Shoppers Drug Mart 986,Pharmacy Immunization Site,4841 Yonge St,WILLOWDALE,M2N 5X2,,,-79.41076923499998,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 10 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416- 222-1174,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,242,"{u'type': u'Point', u'coordinates': (-79.410769235, 43.762395182)}"
17550,,Shoppers Drug Mart 1255,Pharmacy Immunization Site,1015 Lakeshore Blvd. East,TORONTO,M4M 1B4,,,-79.32991309899995,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-461-0565,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,243,"{u'type': u'Point', u'coordinates': (-79.329913099, 43.657974296)}"
17551,,LOBLAWS INC LOB1021 RX DSP,Pharmacy Immunization Site,50 MUSGRAVE ST,TORONTO,M4E3W2,,,-79.28821563599996,,"Monday: 7 a.m.-7 p.m., Tuesday: 7 a.m.-7 p.m., Wednesday: 7 a.m.-7 p.m., Thursday: 7 a.m.-7 p.m., Friday: 7 a.m.-7 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 10 a.m.-6 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-694-6263,,,,https://www.loblaws.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,244,"{u'type': u'Point', u'coordinates': (-79.288215636, 43.688363865)}"
17552,,Shoppers Drug Mart 838,Pharmacy Immunization Site,3874 Bathurst St,TORONTO,M3H 3N3,,,-79.43532212999997,,"Monday: 8 a.m.-8 p.m., Tuesday: 8 a.m.-8 p.m., Wednesday: 8 a.m.-8 p.m., Thursday: 8 a.m.-8 p.m., Friday: 8 a.m.-8 p.m., Saturday: 8 a.m.-8 p.m., Sunday: 8 a.m.-8 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416- 635-5601,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,245,"{u'type': u'Point', u'coordinates': (-79.43532213, 43.741195343)}"
17553,,Shoppers Drug Mart 867,Pharmacy Immunization Site,620 Keele St.,TORONTO,M6N 3E2,,,-79.46785467399997,,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-6 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-766-3095,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,246,"{u'type': u'Point', u'coordinates': (-79.467854674, 43.671607753)}"
17554,,Shoppers Drug Mart 1377,Pharmacy Immunization Site,958 Bloor St. West,TORONTO,M6H 1L6,,,-79.42877213399998,,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-538-0105,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,247,"{u'type': u'Point', u'coordinates': (-79.428772134, 43.661607205)}"
17555,,Shoppers Drug Mart 1335,Pharmacy Immunization Site,255 Morningside Ave.,SCARBOROUGH,M1E 3E6,,,-79.18489742499997,,"Monday: 9 a.m.-8 p.m., Tuesday: 9 a.m.-8 p.m., Wednesday: 9 a.m.-8 p.m., Thursday: 9 a.m.-8 p.m., Friday: 9 a.m.-8 p.m., Saturday: 9 a.m.-8 p.m., Sunday: 9 a.m.-8 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-282-1129,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,248,"{u'type': u'Point', u'coordinates': (-79.184897425, 43.770113674)}"
17556,,Galleria SC Toronto,Pharmacy Immunization Site,1245 Dupont Street,Toronto,M6H 2A6,,,-79.441754258,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-9 p.m., Sunday: 8 a.m.-7 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-537-0805,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,249,"{u'type': u'Point', u'coordinates': (-79.441754258, 43.667509633)}"
17557,,Shoppers Drug Mart 1410,Pharmacy Immunization Site,236 Bloor St. West,TORONTO,M5S 1T8,,,-79.39699211699997,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-927-0440,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,250,"{u'type': u'Point', u'coordinates': (-79.396992117, 43.668376106)}"
17558,,Yonge/Eglinton Toronto Rexall,Pharmacy Immunization Site,2300 Yonge Street,Toronto,M4P 1E4,,,-79.399083523,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-484-4540,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,251,"{u'type': u'Point', u'coordinates': (-79.399083523, 43.707157586)}"
17559,,Shoppers Drug Mart 807,Pharmacy Immunization Site,20 Bloor St. East,TORONTO,M4W 3G7,,,-79.38543817499998,,"Monday: 9 a.m.-6 p.m., Tuesday: 9 a.m.-6 p.m., Wednesday: 9 a.m.-6 p.m., Thursday: 9 a.m.-6 p.m., Friday: 9 a.m.-6 p.m., Saturday: 11 a.m.-6 p.m., Sunday: 11 a.m.-6 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-967-7787,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,252,"{u'type': u'Point', u'coordinates': (-79.385438175, 43.670753155)}"
17560,,Shoppers Drug Mart 1322,Pharmacy Immunization Site,"565 SHERBOURNE STREET, UNIT 40",TORONTO,M4X 1W7,,,-79.37543059199999,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-963-9495,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,253,"{u'type': u'Point', u'coordinates': (-79.375430592, 43.669960976)}"
17561,,Shoppers Drug Mart 949,Pharmacy Immunization Site,69 Yonge St.,TORONTO,M5E 1K3,,,-79.37753321499997,,"Monday: 8 a.m.-7 p.m., Tuesday: 8 a.m.-7 p.m., Wednesday: 8 a.m.-7 p.m., Thursday: 8 a.m.-7 p.m., Friday: 8 a.m.-7 p.m., Saturday: 9 a.m.-4 p.m., Sunday: 11 a.m.-4 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-364-1948,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,254,"{u'type': u'Point', u'coordinates': (-79.377533215, 43.64891928)}"
17562,,Rexall - Richview Plaza Weston,Pharmacy Immunization Site,250 Wincott Drive,Weston,M9R 2R5,,,-79.54677945599997,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-248-1735,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,255,"{u'type': u'Point', u'coordinates': (-79.546779456, 43.679692216)}"
17563,,Richmond/Adelaide Toronto Rexall,Pharmacy Immunization Site,120 Adelaide Street W. Unit # R28,Toronto,M5H 1T1,,,-79.38319998999998,,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: Closed, Sunday: Closed",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-368-2743,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,256,"{u'type': u'Point', u'coordinates': (-79.38319999, 43.650005212)}"
17564,,Shoppers Drug Mart 1240,Pharmacy Immunization Site,3366 Yonge St.,TORONTO,M4N 2M7,,,-79.40448951299999,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-483-3018,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,257,"{u'type': u'Point', u'coordinates': (-79.404489513, 43.732313544)}"
17565,,Shoppers Drug Mart 1510,Pharmacy Immunization Site,2047 AVENUE ROAD,TORONTO,M5M 4A7,,,-79.419748986,,"Monday: 8 a.m.-9 p.m., Tuesday: 8 a.m.-9 p.m., Wednesday: 8 a.m.-9 p.m., Thursday: 8 a.m.-9 p.m., Friday: 8 a.m.-9 p.m., Saturday: 8 a.m.-7 p.m., Sunday: 8 a.m.-7 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-789-1122,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,258,"{u'type': u'Point', u'coordinates': (-79.419748986, 43.73627687)}"
17566,,Metro Ctr Toronto Rexall,Pharmacy Immunization Site,"200 Wellington Street West, Unit 200, P.O. Box 101",Toronto,M5V 3C7,,,-79.38784622699995,,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: Closed, Sunday: Closed",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-979-1206,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,259,"{u'type': u'Point', u'coordinates': (-79.387846227, 43.645853124)}"
17567,,Waterpark Place Toronto Rexall,Pharmacy Immunization Site,88 Queens Quay West,Toronto,M5J 0B8,,,-79.37870738499998,,"Monday: 9 a.m.-6 p.m., Tuesday: 9 a.m.-6 p.m., Wednesday: 9 a.m.-6 p.m., Thursday: 9 a.m.-6 p.m., Friday: 9 a.m.-6 p.m., Saturday: Closed, Sunday: Closed",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-607-5552,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,260,"{u'type': u'Point', u'coordinates': (-79.378707385, 43.640849976)}"
17568,,Rexall - Skymark Plaza Willowdale,Pharmacy Immunization Site,3555 Don Mills Road,Willowdale,M2H 3N3,,,-79.35395820399998,,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-7 p.m., Sunday: 10 a.m.-7 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-494-8101,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,261,"{u'type': u'Point', u'coordinates': (-79.353958204, 43.794379419)}"
17569,,Church/Wellesley Toronto Rexall,Pharmacy Immunization Site,63 Wellesley Street E.,Toronto,M4Y 1G7,,,-79.38131500499998,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-924-7760,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,262,"{u'type': u'Point', u'coordinates': (-79.381315005, 43.665428026)}"
17570,,St.Clair Centre Toronto Rexall,Pharmacy Immunization Site,2 St.Clair Avenue East Unit C001,Toronto,M4T 2T5,,,-79.39384530299998,,"Monday: 8 a.m.-8 p.m., Tuesday: 8 a.m.-8 p.m., Wednesday: 8 a.m.-8 p.m., Thursday: 8 a.m.-8 p.m., Friday: 8 a.m.-8 p.m., Saturday: 8 a.m.-8 p.m., Sunday: 9 a.m.-6 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-921-2171,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,263,"{u'type': u'Point', u'coordinates': (-79.393845303, 43.688356455)}"
17571,,Shoppers Drug Mart 903,Pharmacy Immunization Site,"3730 LAKE SHORE BLVD WEST, UNIT 102",ETOBICOKE,M8W 1N6,,,-79.53968196399995,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-255-5243,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,264,"{u'type': u'Point', u'coordinates': (-79.539681964, 43.594202308)}"
17572,,Mount Sinai Toronto Rexall,Pharmacy Immunization Site,600 University Avenue,Toronto,M5G 1X5,,,-79.39044185799997,,"Monday: 8 a.m.-8 p.m., Tuesday: 8 a.m.-8 p.m., Wednesday: 8 a.m.-8 p.m., Thursday: 8 a.m.-8 p.m., Friday: 8 a.m.-8 p.m., Saturday: 10 a.m.-6 p.m., Sunday: 10 a.m.-6 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-977-0408,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,265,"{u'type': u'Point', u'coordinates': (-79.390441858, 43.657527829)}"
17573,,Shoppers Drug Mart 1403,Pharmacy Immunization Site,2528 Bayview Ave.,TORONTO,M2L 1A9,,,-79.38478380799995,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-444-8411,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,266,"{u'type': u'Point', u'coordinates': (-79.384783808, 43.746832574)}"
17574,,Shoppers Drug Mart 899,Pharmacy Immunization Site,5998 Bathurst St.,NORTH YORK,M2R 1Z1,,,-79.44639449699997,,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-661-6863,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,267,"{u'type': u'Point', u'coordinates': (-79.446394497, 43.78487934)}"
17575,,Parliament & Winchester Rexall,Pharmacy Immunization Site,539 Parliament Street,Toronto,M4X 1P7,,,-79.36847237100001,,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-9 p.m., Sunday: 9 a.m.-9 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-926-1658,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,268,"{u'type': u'Point', u'coordinates': (-79.368472371, 43.666040788)}"
17576,,Shoppers Drug Mart 825,Pharmacy Immunization Site,600 The East Mall Unit 1,ETOBICOKE,M9B 4S1,,,-79.56488959699999,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-622-3253,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,269,"{u'type': u'Point', u'coordinates': (-79.564889597, 43.655462968)}"
17577,,Shoppers Drug Mart 1381,Pharmacy Immunization Site,1780 Markham Rd A,SCARBOROUGH,M1B 2W2,,,-79.24018148399999,,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416- 412-1780,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,270,"{u'type': u'Point', u'coordinates': (-79.240181484, 43.794578052)}"
17578,,Atrium on Bay Toronto Rexall,Pharmacy Immunization Site,595 Bay Street,Toronto,M5G 2C2,,,-79.38329782799997,,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: Closed, Sunday: Closed",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-591-1414,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,271,"{u'type': u'Point', u'coordinates': (-79.383297828, 43.656212449)}"
